ppt_id,dev_id,month,stream,perfect,nan,unclear,total_rows,total_dupes
mgh046,2KNY3111XG,20190901_20190930,acc,0,0,0,54277398,0
mgh046,2KNY3111XG,20190901_20190930,eda,0,0,0,6779085,0
mgh046,2KNY3111XG,20190901_20190930,temp,0,0,0,1694824,0
mgh047,2KPY311194,20190901_20190930,acc,0,0,0,6378620,0
mgh047,2KPY311194,20190901_20190930,eda,0,0,0,792662,0
mgh047,2KPY311194,20190901_20190930,temp,0,0,0,198165,0
mgh051,2KPY31119J,20190901_20190930,acc,0,0,0,12051350,0
mgh051,2KPY31119J,20190901_20190930,eda,0,0,0,1504247,0
mgh051,2KPY31119J,20190901_20190930,temp,0,0,0,376077,0
mgh054,2KPY311184,20190901_20190930,acc,0,0,0,41768970,0
mgh054,2KPY311184,20190901_20190930,eda,0,0,0,5113849,0
mgh054,2KPY311184,20190901_20190930,temp,0,0,0,1278500,0
mgh055,2KNY3111P8,20190901_20190930,acc,0,0,0,18542100,0
mgh055,2KNY3111P8,20190901_20190930,eda,0,0,0,2292901,0
mgh055,2KNY3111P8,20190901_20190930,temp,0,0,0,573240,0
fc002,2KNY3111YJ,20191001_20191031,acc,0,0,0,48429870,0
fc002,2KNY3111YJ,20191001_20191031,eda,0,0,0,6026930,0
fc002,2KNY3111YJ,20191001_20191031,temp,0,0,0,1506775,0
fc003,2KPY31117N,20191001_20191031,acc,0,0,0,43177608,0
fc003,2KPY31117N,20191001_20191031,eda,0,0,0,5328779,0
fc003,2KPY31117N,20191001_20191031,temp,0,0,0,1332231,0
fc007,2KNY3111HT,20191001_20191031,acc,0,0,8,2854020,8
fc007,2KNY3111HT,20191001_20191031,eda,0,0,0,357123,0
fc007,2KNY3111HT,20191001_20191031,temp,0,0,0,89285,0
fc009,2KNY3111Y8,20191001_20191031,acc,0,0,0,44428918,0
fc009,2KNY3111Y8,20191001_20191031,eda,0,0,0,5571867,0
fc009,2KNY3111Y8,20191001_20191031,temp,0,0,0,1393000,0
fc010,2KPY311199,20191001_20191031,acc,6020,0,0,53780441,6020
fc010,2KPY311199,20191001_20191031,eda,754,0,0,6739557,754
fc010,2KPY311199,20191001_20191031,temp,190,0,0,1684935,190
fc011,2KNY3111NJ,20191001_20191031,acc,0,0,0,33763004,0
fc011,2KNY3111NJ,20191001_20191031,eda,0,0,0,4184251,0
fc011,2KNY3111NJ,20191001_20191031,temp,0,0,0,1046088,0
fc012,2KPY31118K,20191001_20191031,acc,0,0,0,17229220,0
fc012,2KPY31118K,20191001_20191031,eda,0,0,0,2146248,0
fc012,2KPY31118K,20191001_20191031,temp,0,0,0,536585,0
fc013,2KPY31113R,20191001_20191031,acc,0,0,0,47676819,0
fc013,2KPY31113R,20191001_20191031,eda,0,0,0,5985489,0
fc013,2KPY31113R,20191001_20191031,temp,0,0,0,1496406,0
fc014,2KPY311181,20191001_20191031,acc,0,0,0,6660,0
fc014,2KPY311181,20191001_20191031,eda,0,0,0,832,0
fc014,2KPY311181,20191001_20191031,temp,0,0,0,210,0
fc015,2KPY311189,20191001_20191031,acc,0,0,0,17474240,0
fc015,2KPY311189,20191001_20191031,eda,0,0,0,2196720,0
fc015,2KPY311189,20191001_20191031,temp,0,0,0,549198,0
fc016,2KNY3111MV,20191001_20191031,acc,0,0,0,62900,0
fc016,2KNY3111MV,20191001_20191031,eda,0,0,0,7917,0
fc016,2KNY3111MV,20191001_20191031,temp,0,0,0,1980,0
fc017,2KPY31118Q,20191001_20191031,acc,0,0,0,1591380,0
fc017,2KPY31118Q,20191001_20191031,eda,0,0,0,200122,0
fc017,2KPY31118Q,20191001_20191031,temp,0,0,0,50030,0
fc018,2KNY3111YR,20191001_20191031,acc,0,0,0,514450,0
fc018,2KNY3111YR,20191001_20191031,eda,0,0,0,64727,0
fc018,2KNY3111YR,20191001_20191031,temp,0,0,0,16180,0
fc019,2KPY31118N,20191001_20191031,acc,0,0,0,255230,0
fc019,2KPY31118N,20191001_20191031,eda,0,0,0,31876,0
fc019,2KPY31118N,20191001_20191031,temp,0,0,0,7965,0
fc020,2KPY31117R,20191001_20191031,acc,0,0,0,1797470,0
fc020,2KPY31117R,20191001_20191031,eda,0,0,0,226850,0
fc020,2KPY31117R,20191001_20191031,temp,0,0,0,56710,0
fc021,2KPY31117P,20191001_20191031,acc,0,0,0,1264500,0
fc021,2KPY31117P,20191001_20191031,eda,0,0,0,158483,0
fc021,2KPY31117P,20191001_20191031,temp,0,0,0,39620,0
mgh016,2KNY31121Q,20191001_20191031,acc,0,0,0,45428518,0
mgh016,2KNY31121Q,20191001_20191031,eda,0,0,0,5550811,0
mgh016,2KNY31121Q,20191001_20191031,temp,0,0,0,1387754,0
mgh026,2KPY31116L,20191001_20191031,acc,0,0,0,56820634,0
mgh026,2KPY31116L,20191001_20191031,eda,0,0,0,6972591,0
mgh026,2KPY31116L,20191001_20191031,temp,0,0,0,1743198,0
mgh027,2KPY311188,20191001_20191031,acc,0,0,0,82095098,0
mgh027,2KPY311188,20191001_20191031,eda,0,0,0,10102832,0
mgh027,2KPY311188,20191001_20191031,temp,0,0,0,2525786,0
mgh029,2KPY31117Y,20191001_20191031,acc,0,0,0,82216746,0
mgh029,2KPY31117Y,20191001_20191031,eda,0,0,0,10252961,0
mgh029,2KPY31117Y,20191001_20191031,temp,0,0,0,2563301,0
mgh032,2KPY31117T,20191001_20191031,acc,0,0,0,66977037,0
mgh032,2KPY31117T,20191001_20191031,eda,0,0,0,8337340,0
mgh032,2KPY31117T,20191001_20191031,temp,0,0,0,2084389,0
mgh042,2KNY3111LM,20191001_20191031,acc,0,0,0,3916740,0
mgh042,2KNY3111LM,20191001_20191031,eda,0,0,0,493584,0
mgh042,2KNY3111LM,20191001_20191031,temp,0,0,0,123395,0
mgh043,2KPY31117J,20191001_20191031,acc,0,0,0,25838840,0
mgh043,2KPY31117J,20191001_20191031,eda,0,0,0,3216122,0
mgh043,2KPY31117J,20191001_20191031,temp,0,0,0,804050,0
mgh046,2KNY3111XG,20191001_20191031,acc,0,0,0,33096951,0
mgh046,2KNY3111XG,20191001_20191031,eda,0,0,0,4139956,0
mgh046,2KNY3111XG,20191001_20191031,temp,0,0,0,1035026,0
mgh053,2KPY31118J,20191001_20191031,acc,0,0,0,19776450,0
mgh053,2KPY31118J,20191001_20191031,eda,0,0,0,2489227,0
mgh053,2KPY31118J,20191001_20191031,temp,0,0,0,622315,0
mgh054,2KPY311184,20191001_20191031,acc,0,0,10,26889420,10
mgh054,2KPY311184,20191001_20191031,eda,0,0,0,3300505,0
mgh054,2KPY311184,20191001_20191031,temp,0,0,0,825165,0
mgh055,2KNY3111P8,20191001_20191031,acc,0,0,0,59952700,0
mgh055,2KNY3111P8,20191001_20191031,eda,0,0,0,7434271,0
mgh055,2KNY3111P8,20191001_20191031,temp,0,0,0,1858620,0
mgh058,2KPY31118F,20191001_20191031,acc,0,0,0,45994941,0
mgh058,2KPY31118F,20191001_20191031,eda,0,0,0,5688351,0
mgh058,2KPY31118F,20191001_20191031,temp,0,0,0,1422110,0
mgh059,2KNY311211,20191001_20191031,acc,0,0,0,10825670,0
mgh059,2KNY311211,20191001_20191031,eda,0,0,0,1332565,0
mgh059,2KNY311211,20191001_20191031,temp,0,0,0,333160,0
mgh060,2KPY31118L,20191001_20191031,acc,0,0,0,33397110,0
mgh060,2KPY31118L,20191001_20191031,eda,0,0,0,4153604,0
mgh060,2KPY31118L,20191001_20191031,temp,0,0,0,1038435,0
mgh063,2KNY3111X2,20191001_20191031,acc,0,0,0,8024180,0
mgh063,2KNY3111X2,20191001_20191031,eda,0,0,0,1006226,0
mgh063,2KNY3111X2,20191001_20191031,temp,0,0,0,251565,0
mgh064,2KNY311216,20191001_20191031,acc,0,0,0,8454225,0
mgh064,2KNY311216,20191001_20191031,eda,0,0,0,1028392,0
mgh064,2KNY311216,20191001_20191031,temp,0,0,0,257112,0
mgh065,2KNY311221,20191001_20191031,acc,0,0,0,1270030,0
mgh065,2KNY311221,20191001_20191031,eda,0,0,0,156780,0
mgh065,2KNY311221,20191001_20191031,temp,0,0,0,39200,0
mgh066,2KPY311191,20191001_20191031,acc,0,0,0,10935505,0
mgh066,2KPY311191,20191001_20191031,eda,0,0,0,1373800,0
mgh066,2KPY311191,20191001_20191031,temp,0,0,0,343450,0
mgh067,2M4Y4111J5,20191001_20191031,acc,0,0,0,19651490,0
mgh067,2M4Y4111J5,20191001_20191031,eda,0,0,0,2451215,0
mgh067,2M4Y4111J5,20191001_20191031,temp,0,0,0,612830,0
fc002,2KNY3111YJ,20191101_20191130,acc,0,0,0,37432140,0
fc002,2KNY3111YJ,20191101_20191130,eda,0,0,0,4666311,0
fc002,2KNY3111YJ,20191101_20191130,temp,0,0,0,1166615,0
fc003,2KPY31117N,20191101_20191130,acc,0,0,0,39001513,0
fc003,2KPY31117N,20191101_20191130,eda,0,0,0,4815625,0
fc003,2KPY31117N,20191101_20191130,temp,0,0,0,1203932,0
fc009,2KNY3111Y8,20191101_20191130,acc,0,0,0,33503860,0
fc009,2KNY3111Y8,20191101_20191130,eda,0,0,0,4199358,0
fc009,2KNY3111Y8,20191101_20191130,temp,0,0,0,1049869,0
fc010,2KPY311199,20191101_20191130,acc,0,0,0,24391198,0
fc010,2KPY311199,20191101_20191130,eda,0,0,0,3070044,0
fc010,2KPY311199,20191101_20191130,temp,0,0,0,767529,0
fc011,2KNY3111NJ,20191101_20191130,acc,0,0,0,52467882,0
fc011,2KNY3111NJ,20191101_20191130,eda,0,0,0,6500458,0
fc011,2KNY3111NJ,20191101_20191130,temp,0,0,0,1625167,0
fc012,2KPY31118K,20191101_20191130,acc,0,0,0,27142040,0
fc012,2KPY31118K,20191101_20191130,eda,0,0,0,3383302,0
fc012,2KPY31118K,20191101_20191130,temp,0,0,0,845850,0
fc013,2KPY31113R,20191101_20191130,acc,0,0,60,49751895,60
fc013,2KPY31113R,20191101_20191130,eda,0,0,0,6241246,0
fc013,2KPY31113R,20191101_20191130,temp,0,0,0,1560361,0
fc014,2KPY311181,20191101_20191130,acc,0,0,0,9325320,0
fc014,2KPY311181,20191101_20191130,eda,0,0,0,1169792,0
fc014,2KPY311181,20191101_20191130,temp,0,0,0,292460,0
fc015,2KPY311189,20191101_20191130,acc,0,0,0,65269848,0
fc015,2KPY311189,20191101_20191130,eda,0,0,0,8204303,0
fc015,2KPY311189,20191101_20191130,temp,0,0,0,2051136,0
fc020,2KPY31117R,20191101_20191130,acc,0,0,0,3289020,0
fc020,2KPY31117R,20191101_20191130,eda,0,0,0,417937,0
fc020,2KPY31117R,20191101_20191130,temp,0,0,0,104485,0
fc022,2KPY311183,20191101_20191130,acc,0,0,0,15126620,0
fc022,2KPY311183,20191101_20191130,eda,0,0,0,1857388,0
fc022,2KPY311183,20191101_20191130,temp,0,0,0,464355,0
fc023,2KPY31111R,20191101_20191130,acc,0,0,0,61140,0
fc023,2KPY31111R,20191101_20191130,eda,0,0,0,7553,0
fc023,2KPY31111R,20191101_20191130,temp,0,0,0,1885,0
fc026,2M4Y4111JP,20191101_20191130,acc,0,0,0,5666190,0
fc026,2M4Y4111JP,20191101_20191130,eda,0,0,0,712361,0
fc026,2M4Y4111JP,20191101_20191130,temp,0,0,0,178100,0
fc028,2M4Y4111G5,20191101_20191130,acc,0,0,0,338970,0
fc028,2M4Y4111G5,20191101_20191130,eda,0,0,0,42627,0
fc028,2M4Y4111G5,20191101_20191130,temp,0,0,0,10655,0
mgh016,2KNY31121Q,20191101_20191130,acc,0,0,0,12217279,0
mgh016,2KNY31121Q,20191101_20191130,eda,0,0,0,1492949,0
mgh016,2KNY31121Q,20191101_20191130,temp,0,0,0,373255,0
mgh026,2KPY31116L,20191101_20191130,acc,0,0,0,15943870,0
mgh026,2KPY31116L,20191101_20191130,eda,0,0,0,1956708,0
mgh026,2KPY31116L,20191101_20191130,temp,0,0,0,489195,0
mgh027,2KPY311188,20191101_20191130,acc,0,0,0,68967213,0
mgh027,2KPY311188,20191101_20191130,eda,0,0,0,8483721,0
mgh027,2KPY311188,20191101_20191130,temp,0,0,0,2120994,0
mgh029,2KPY31117Y,20191101_20191130,acc,0,0,0,78983838,0
mgh029,2KPY31117Y,20191101_20191130,eda,0,0,0,9869808,0
mgh029,2KPY31117Y,20191101_20191130,temp,0,0,0,2467517,0
mgh030,2KNY3111L9,20191101_20191130,acc,0,0,0,25341702,0
mgh030,2KNY3111L9,20191101_20191130,eda,0,0,0,3152102,0
mgh030,2KNY3111L9,20191101_20191130,temp,0,0,0,788052,0
mgh032,2KPY31117T,20191101_20191130,acc,0,0,0,61268787,0
mgh032,2KPY31117T,20191101_20191130,eda,0,0,0,7625687,0
mgh032,2KPY31117T,20191101_20191130,temp,0,0,0,1906460,0
mgh053,2KPY31118J,20191101_20191130,acc,0,0,0,32362340,0
mgh053,2KPY31118J,20191101_20191130,eda,0,0,0,4092580,0
mgh053,2KPY31118J,20191101_20191130,temp,0,0,0,1023166,0
mgh055,2KNY3111P8,20191101_20191130,acc,0,0,0,22922083,0
mgh055,2KNY3111P8,20191101_20191130,eda,0,0,0,2854323,0
mgh055,2KNY3111P8,20191101_20191130,temp,0,0,0,713597,0
mgh058,2KPY31118F,20191101_20191130,acc,0,0,0,70042465,0
mgh058,2KPY31118F,20191101_20191130,eda,0,0,0,8671814,0
mgh058,2KPY31118F,20191101_20191130,temp,0,0,0,2168013,0
mgh060,2KPY31118L,20191101_20191130,acc,0,0,0,59942187,0
mgh060,2KPY31118L,20191101_20191130,eda,0,0,0,7444091,0
mgh060,2KPY31118L,20191101_20191130,temp,0,0,0,1861088,0
mgh063,2KNY3111X2,20191101_20191130,acc,0,0,0,41039038,0
mgh063,2KNY3111X2,20191101_20191130,eda,0,0,0,5134948,0
mgh063,2KNY3111X2,20191101_20191130,temp,0,0,0,1283765,0
mgh064,2KNY311216,20191101_20191130,acc,0,0,0,585732,0
mgh064,2KNY311216,20191101_20191130,eda,0,0,0,71326,0
mgh064,2KNY311216,20191101_20191130,temp,0,0,0,17832,0
mgh066,2KPY311191,20191101_20191130,acc,0,0,0,2502593,0
mgh066,2KPY311191,20191101_20191130,eda,0,0,0,315104,0
mgh066,2KPY311191,20191101_20191130,temp,0,0,0,78779,0
mgh067,2M4Y4111J5,20191101_20191130,acc,0,0,0,56586620,0
mgh067,2M4Y4111J5,20191101_20191130,eda,0,0,0,7068243,0
mgh067,2M4Y4111J5,20191101_20191130,temp,0,0,0,1767105,0
mgh069,2KPY31117L,20191101_20191130,acc,0,0,0,49059990,0
mgh069,2KPY31117L,20191101_20191130,eda,0,0,0,6059170,0
mgh069,2KPY31117L,20191101_20191130,temp,0,0,0,1514855,0
mgh070,2M4Y4111H7,20191101_20191130,acc,0,0,0,31994710,0
mgh070,2M4Y4111H7,20191101_20191130,eda,0,0,0,3933631,0
mgh070,2M4Y4111H7,20191101_20191130,temp,0,0,0,983450,0
mgh071,2M4Y4111H9,20191101_20191130,acc,0,0,0,24797261,0
mgh071,2M4Y4111H9,20191101_20191130,eda,0,0,0,3080196,0
mgh071,2M4Y4111H9,20191101_20191130,temp,0,0,0,770082,0
fc002,2KNY3111YJ,20191201_20191231,acc,0,0,0,21332770,0
fc002,2KNY3111YJ,20191201_20191231,eda,0,0,0,2656381,0
fc002,2KNY3111YJ,20191201_20191231,temp,0,0,0,664110,0
fc003,2KPY31117N,20191201_20191231,acc,0,0,0,29922434,0
fc003,2KPY31117N,20191201_20191231,eda,0,0,0,3690193,0
fc003,2KPY31117N,20191201_20191231,temp,0,0,0,922582,0
fc009,2KNY3111Y8,20191201_20191231,acc,0,0,0,23936880,0
fc009,2KNY3111Y8,20191201_20191231,eda,0,0,0,3000647,0
fc009,2KNY3111Y8,20191201_20191231,temp,0,0,0,750175,0
fc010,2KPY311199,20191201_20191231,acc,0,0,0,27128520,0
fc010,2KPY311199,20191201_20191231,eda,0,0,0,3415243,0
fc010,2KPY311199,20191201_20191231,temp,0,0,0,853880,0
fc011,2KNY3111NJ,20191201_20191231,acc,0,0,0,46951459,0
fc011,2KNY3111NJ,20191201_20191231,eda,0,0,0,5815390,0
fc011,2KNY3111NJ,20191201_20191231,temp,0,0,0,1453883,0
fc013,2KPY31113R,20191201_20191231,acc,0,0,0,16576754,0
fc013,2KPY31113R,20191201_20191231,eda,0,0,0,2082123,0
fc013,2KPY31113R,20191201_20191231,temp,0,0,0,520546,0
fc015,2KPY311189,20191201_20191231,acc,0,0,12,65132315,12
fc015,2KPY311189,20191201_20191231,eda,0,0,0,8189568,0
fc015,2KPY311189,20191201_20191231,temp,0,0,0,2047439,0
fc019,2KPY31118N,20191201_20191231,acc,0,0,0,59293382,0
fc019,2KPY31118N,20191201_20191231,eda,0,0,0,7331864,0
fc019,2KPY31118N,20191201_20191231,temp,0,0,0,1833013,0
fc022,2KPY311183,20191201_20191231,acc,0,0,0,23994620,0
fc022,2KPY311183,20191201_20191231,eda,0,0,0,2946827,0
fc022,2KPY311183,20191201_20191231,temp,0,0,0,736720,0
fc023,2KPY31111R,20191201_20191231,acc,0,0,14,68542708,14
fc023,2KPY31111R,20191201_20191231,eda,0,0,0,8400535,0
fc023,2KPY31111R,20191201_20191231,temp,0,0,0,2100182,0
fc025,2M4Y41122K,20191201_20191231,acc,0,0,0,47605450,0
fc025,2M4Y41122K,20191201_20191231,eda,0,0,0,5887011,0
fc025,2M4Y41122K,20191201_20191231,temp,0,0,0,1471785,0
fc030,2M5Y41111N,20191201_20191231,acc,0,0,0,19445780,0
fc030,2M5Y41111N,20191201_20191231,eda,0,0,0,2375451,0
fc030,2M5Y41111N,20191201_20191231,temp,0,0,0,593880,0
fc031,2M4Y4111J1,20191201_20191231,acc,0,0,0,6960010,0
fc031,2M4Y4111J1,20191201_20191231,eda,0,0,0,863395,0
fc031,2M4Y4111J1,20191201_20191231,temp,0,0,0,215850,0
fc032,2M4Y4111DT,20191201_20191231,acc,0,0,0,22310375,0
fc032,2M4Y4111DT,20191201_20191231,eda,0,0,0,2778341,0
fc032,2M4Y4111DT,20191201_20191231,temp,0,0,0,694605,0
fc033,2M4Y4111J2,20191201_20191231,acc,0,0,0,32070,0
fc033,2M4Y4111J2,20191201_20191231,eda,0,0,0,4030,0
fc033,2M4Y4111J2,20191201_20191231,temp,0,0,0,1010,0
fc034,2M5Y411123,20191201_20191231,acc,0,0,0,35362671,0
fc034,2M5Y411123,20191201_20191231,eda,0,0,0,4388616,0
fc034,2M5Y411123,20191201_20191231,temp,0,0,0,1097193,0
fc035,2M4Y4111FT,20191201_20191231,acc,0,0,0,124100,0
fc035,2M4Y4111FT,20191201_20191231,eda,0,0,0,15652,0
fc035,2M4Y4111FT,20191201_20191231,temp,0,0,0,3910,0
fc037,2M4Y4111GH,20191201_20191231,acc,0,0,0,818030,0
fc037,2M4Y4111GH,20191201_20191231,eda,0,0,0,104091,0
fc037,2M4Y4111GH,20191201_20191231,temp,0,0,0,26020,0
fc038,2M4Y41122G,20191201_20191231,acc,0,0,0,914090,0
fc038,2M4Y41122G,20191201_20191231,eda,0,0,0,115128,0
fc038,2M4Y41122G,20191201_20191231,temp,0,0,0,28780,0
fc039,2M4Y4111HM,20191201_20191231,acc,0,0,0,4721180,0
fc039,2M4Y4111HM,20191201_20191231,eda,0,0,0,599417,0
fc039,2M4Y4111HM,20191201_20191231,temp,0,0,0,149855,0
fc040,2M4Y4111J7,20191201_20191231,acc,0,0,0,1104530,0
fc040,2M4Y4111J7,20191201_20191231,eda,0,0,0,137449,0
fc040,2M4Y4111J7,20191201_20191231,temp,0,0,0,34360,0
mgh029,2KPY31117Y,20191201_20191231,acc,0,0,0,8579830,0
mgh029,2KPY31117Y,20191201_20191231,eda,0,0,0,1071744,0
mgh029,2KPY31117Y,20191201_20191231,temp,0,0,0,267947,0
mgh030,2KNY3111L9,20191201_20191231,acc,0,0,0,10717086,0
mgh030,2KNY3111L9,20191201_20191231,eda,0,0,0,1331646,0
mgh030,2KNY3111L9,20191201_20191231,temp,0,0,0,332922,0
mgh032,2KPY31117T,20191201_20191231,acc,0,0,0,24135250,0
mgh032,2KPY31117T,20191201_20191231,eda,0,0,0,3001362,0
mgh032,2KPY31117T,20191201_20191231,temp,0,0,0,750365,0
mgh053,2KPY31118J,20191201_20191231,acc,0,0,0,12554179,0
mgh053,2KPY31118J,20191201_20191231,eda,0,0,0,1581318,0
mgh053,2KPY31118J,20191201_20191231,temp,0,0,0,395343,0
mgh055,2KNY3111P8,20191201_20191231,acc,0,0,0,32701625,0
mgh055,2KNY3111P8,20191201_20191231,eda,0,0,0,4057474,0
mgh055,2KNY3111P8,20191201_20191231,temp,0,0,0,1014392,0
mgh058,2KPY31118F,20191201_20191231,acc,0,0,0,61339779,0
mgh058,2KPY31118F,20191201_20191231,eda,0,0,0,7594058,0
mgh058,2KPY31118F,20191201_20191231,temp,0,0,0,1898570,0
mgh059,2KNY311211,20191201_20191231,acc,0,0,0,5268870,0
mgh059,2KNY311211,20191201_20191231,eda,0,0,0,656071,0
mgh059,2KNY311211,20191201_20191231,temp,0,0,0,164025,0
mgh060,2KPY31118L,20191201_20191231,acc,0,0,0,61853561,0
mgh060,2KPY31118L,20191201_20191231,eda,0,0,0,7705756,0
mgh060,2KPY31118L,20191201_20191231,temp,0,0,0,1926489,0
mgh062,2M4Y4111JF,20191201_20191231,acc,0,0,0,4246930,0
mgh062,2M4Y4111JF,20191201_20191231,eda,0,0,0,527631,0
mgh062,2M4Y4111JF,20191201_20191231,temp,0,0,0,131915,0
mgh063,2KNY3111X2,20191201_20191231,acc,0,0,0,27496318,0
mgh063,2KNY3111X2,20191201_20191231,eda,0,0,0,3443459,0
mgh063,2KNY3111X2,20191201_20191231,temp,0,0,0,860888,0
mgh064,2KNY311216,20191201_20191231,acc,0,0,0,75911608,0
mgh064,2KNY311216,20191201_20191231,eda,0,0,0,9234719,0
mgh064,2KNY311216,20191201_20191231,temp,0,0,0,2308734,0
mgh067,2M4Y4111J5,20191201_20191231,acc,0,0,0,69978781,0
mgh067,2M4Y4111J5,20191201_20191231,eda,0,0,0,8723936,0
mgh067,2M4Y4111J5,20191201_20191231,temp,0,0,0,2181035,0
mgh069,2KPY31117L,20191201_20191231,acc,0,0,0,66963733,0
mgh069,2KPY31117L,20191201_20191231,eda,0,0,0,8265335,0
mgh069,2KPY31117L,20191201_20191231,temp,0,0,0,2066405,0
mgh071,2M4Y4111H9,20191201_20191231,acc,0,0,0,72175624,0
mgh071,2M4Y4111H9,20191201_20191231,eda,0,0,0,8965818,0
mgh071,2M4Y4111H9,20191201_20191231,temp,0,0,0,2241509,0
mgh073,2M4Y4111HX,20191201_20191231,acc,0,0,0,4805750,0
mgh073,2M4Y4111HX,20191201_20191231,eda,0,0,0,609050,0
mgh073,2M4Y4111HX,20191201_20191231,temp,0,0,0,152270,0
mgh075,2KNY311227,20191201_20191231,acc,0,0,0,48076213,0
mgh075,2KNY311227,20191201_20191231,eda,0,0,0,5988828,0
mgh075,2KNY311227,20191201_20191231,temp,0,0,0,1497260,0
mgh076,2M4Y4111F7,20191201_20191231,acc,0,0,0,22336701,0
mgh076,2M4Y4111F7,20191201_20191231,eda,0,0,0,2792289,0
mgh076,2M4Y4111F7,20191201_20191231,temp,0,0,0,698096,0
mgh077,2M4Y4111GD,20191201_20191231,acc,0,0,0,2909840,0
mgh077,2M4Y4111GD,20191201_20191231,eda,0,0,0,361049,0
mgh077,2M4Y4111GD,20191201_20191231,temp,0,0,0,90265,0
mgh079,2M4Y4111GM,20191201_20191231,acc,0,0,0,22459240,0
mgh079,2M4Y4111GM,20191201_20191231,eda,0,0,0,2811406,0
mgh079,2M4Y4111GM,20191201_20191231,temp,0,0,0,702880,0
fc002,2KNY3111YJ,20200101_20200131,acc,0,0,0,22410720,0
fc002,2KNY3111YJ,20200101_20200131,eda,0,0,0,2799914,0
fc002,2KNY3111YJ,20200101_20200131,temp,0,0,0,699990,0
fc009,2KNY3111Y8,20200101_20200131,acc,0,0,0,13704950,0
fc009,2KNY3111Y8,20200101_20200131,eda,0,0,0,1718132,0
fc009,2KNY3111Y8,20200101_20200131,temp,0,0,0,429545,0
fc010,2KPY311199,20200101_20200131,acc,0,0,0,4283360,0
fc010,2KPY311199,20200101_20200131,eda,0,0,0,536016,0
fc010,2KPY311199,20200101_20200131,temp,0,0,0,134010,0
fc013,2KPY31113R,20200101_20200131,acc,0,0,0,6644950,0
fc013,2KPY31113R,20200101_20200131,eda,0,0,0,832247,0
fc013,2KPY31113R,20200101_20200131,temp,0,0,0,208065,0
fc015,2KPY311189,20200101_20200131,acc,0,0,0,53367083,0
fc015,2KPY311189,20200101_20200131,eda,0,0,0,6718503,0
fc015,2KPY311189,20200101_20200131,temp,0,0,0,1679680,0
fc019,2KPY31118N,20200101_20200131,acc,0,0,0,83747663,0
fc019,2KPY31118N,20200101_20200131,eda,0,0,0,10363228,0
fc019,2KPY31118N,20200101_20200131,temp,0,0,0,2590869,0
fc020,2KPY31117R,20200101_20200131,acc,0,0,0,26337940,0
fc020,2KPY31117R,20200101_20200131,eda,0,0,0,3286621,0
fc020,2KPY31117R,20200101_20200131,temp,0,0,0,821680,0
fc022,2KPY311183,20200101_20200131,acc,0,0,0,6044320,0
fc022,2KPY311183,20200101_20200131,eda,0,0,0,743184,0
fc022,2KPY311183,20200101_20200131,temp,0,0,0,185800,0
fc023,2KPY31111R,20200101_20200131,acc,0,0,738,80862269,738
fc023,2KPY31111R,20200101_20200131,eda,0,0,0,9911357,0
fc023,2KPY31111R,20200101_20200131,temp,0,0,0,2477917,0
fc026,2M4Y4111JP,20200101_20200131,acc,0,0,0,4356370,0
fc026,2M4Y4111JP,20200101_20200131,eda,0,0,0,550485,0
fc026,2M4Y4111JP,20200101_20200131,temp,0,0,0,137622,0
fc028,2M4Y4111G5,20200101_20200131,acc,0,0,0,6508830,0
fc028,2M4Y4111G5,20200101_20200131,eda,0,0,0,818324,0
fc028,2M4Y4111G5,20200101_20200131,temp,0,0,0,204585,0
fc030,2M5Y41111N,20200101_20200131,acc,0,0,0,66602620,0
fc030,2M5Y41111N,20200101_20200131,eda,0,0,0,8132610,0
fc030,2M5Y41111N,20200101_20200131,temp,0,0,0,2033217,0
fc031,2M4Y4111J1,20200101_20200131,acc,0,0,0,7782692,0
fc031,2M4Y4111J1,20200101_20200131,eda,0,0,0,970138,0
fc031,2M4Y4111J1,20200101_20200131,temp,0,0,0,242543,0
fc032,2M4Y4111DT,20200101_20200131,acc,0,0,0,63945743,0
fc032,2M4Y4111DT,20200101_20200131,eda,0,0,0,7964868,0
fc032,2M4Y4111DT,20200101_20200131,temp,0,0,0,1991269,0
fc034,2M5Y411123,20200101_20200131,acc,0,0,0,27954746,0
fc034,2M5Y411123,20200101_20200131,eda,0,0,0,3487599,0
fc034,2M5Y411123,20200101_20200131,temp,0,0,0,871926,0
fc035,2M4Y4111FT,20200101_20200131,acc,0,0,0,27378720,0
fc035,2M4Y4111FT,20200101_20200131,eda,0,0,0,3428750,0
fc035,2M4Y4111FT,20200101_20200131,temp,0,0,0,857220,0
fc037,2M4Y4111GH,20200101_20200131,acc,0,0,4,42330261,4
fc037,2M4Y4111GH,20200101_20200131,eda,0,0,0,5316304,0
fc037,2M4Y4111GH,20200101_20200131,temp,0,0,0,1329111,0
fc039,2M4Y4111HM,20200101_20200131,acc,0,0,0,39217990,0
fc039,2M4Y4111HM,20200101_20200131,eda,0,0,0,4930042,0
fc039,2M4Y4111HM,20200101_20200131,temp,0,0,0,1232540,0
fc040,2M4Y4111J7,20200101_20200131,acc,0,0,0,14115670,0
fc040,2M4Y4111J7,20200101_20200131,eda,0,0,0,1739868,0
fc040,2M4Y4111J7,20200101_20200131,temp,0,0,0,434975,0
